navn,type,adresse,ip,data
MBB-INFRASTRUCTURE,,,94.144.63.24,565664
DEN-KRISTELIGE-FAGBEVAEGELSE-NET,,,195.41.155.11,564379
SLAGELSE-KOMMUNE-NET,,,87.54.13.116,561253
Contabo GmbH,LIR,GERMANY,5.189.132.87,560113
DK-TELENOR-MBB,,,213.83.134.5,554586
TDCMOBILE-NAT,,,80.62.116.90,551068
ZENSYSTEMS-DK,,,78.111.165.66,549488
CYBERCITY-DSL-USERS,,,94.145.105.55,548154
RSYD-NET,,,193.163.235.200,542763
Fiberby ApS,LIR,DENMARK,193.106.167.50,541082
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.172.81,540762
NNIT-CORE,,,217.16.111.254,539709
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.187,533394
STOFANET-INET-CIDR-5,,,86.52.197.8,531538
DK-DDB-150128,,,212.93.55.36,531486
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.183.61.198,530069
TDCMOBILE-NAT,,,80.62.117.191,527814
TARCO-A-S-NET,,,195.41.228.165,524316
FIBERNET-BROADBAND,,,78.143.74.242,521555
ASSENS-KOMMUNE-NET,,,195.41.180.138,520644
TDC A/S,LIR,DENMARK,188.180.64.42,516637
NIANET_CORE,,,83.136.88.12,514206
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.148,512279
KABELTV,,,80.163.11.84,509864
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,54.93.32.67,503143
PINGDOM-NET,,,178.255.152.2,498823
ComX Networks A/S,OTHER,Denmark,87.72.81.77,497071
Syd Energi Bredbaand A/S,Other,DENMARK,46.32.40.45,496477
INFRASTRUCTURE-LINKNET,,,37.49.132.74,487425
BNAA-CUSTOMER_PARKNET,,,84.238.112.23,486751
INWEB-NETPRESTO-ADSL-STATIC,,,212.38.82.62,484615
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.140.142,484067
DIGITALOCEAN-AMS-4,,,188.226.198.59,482734
Viborg_kommune,,,92.246.4.130,479214
Front-Data Danmark A/S,LIR,DENMARK,185.66.184.65,479161
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.148.62,479140
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.166.146.21,477557
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.162,476489
CYBERCITY-DSL-USERS,,,77.212.38.93,474354
BRFkredit A/S,OTHER,Denmark,193.26.218.154,473764
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.178,471956
TDC-BREDBAANDSADSL-STATIC-NET,,,193.88.210.46,469478
KABELTV,,,80.198.106.45,469282
Athena IT-Group A/S,LIR,DENMARK,91.193.138.118,469245
TDCMOBILE-NAT,,,80.62.116.23,469173
Fullrate A/S,OTHER,DENMARK,2.110.65.111,466822
ODKNET-NET01,,,185.16.156.13,466568
CYBERCITY-DSL-USERS,,,94.145.131.109,461496
If Vahinkovakuutusyhtio Oy,OTHER,00025 IF,193.34.40.30,461092
KABELTV,,,80.197.155.184,453859
DK-ALTIBOX-CUSTOMER-RESIDENTIAL-LINKNETS,,,188.228.13.148,453003
CUST-GC-NET-1238,,,212.98.103.23,451447
FIBIA P/S,LIR,DENMARK,5.186.120.108,450340
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.154,450023
Fullrate A/S,OTHER,DENMARK,90.185.107.52,448913
KABELTV,,,87.52.13.34,443747
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.161.99.185,441868
RSYD-NET,,,193.163.235.203,440485
MBB-INFRASTRUCTURE,,,94.144.63.102,439891
TDC-BREDBAANDSADSL-STATIC-NET,,,131.164.237.146,439147
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.142.12,438071
Arrowhead A/S,LIR,DENMARK,91.101.91.155,434741
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,150.100.253.106,433271
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,52.18.208.185,432484
"Digital Ocean, Inc.",LIR,UNITED STATES,46.101.132.79,431552
Atea A/S,LIR,DENMARK,91.195.58.208,431182
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,93.178.138.115,428700
HI3G-CUSTOMER-NET,,,94.191.185.96,426457
TDC A/S,LIR,DENMARK,212.130.176.115,423051
TDC-BREDBAANDSADSL-STATIC-NET,,,2.106.234.70,422951
DK-BUSINESSHOUSE,,,5.103.26.78,420148
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.150,419601
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.142,418760
Telia Company AB,LIR,SWEDEN,62.44.134.246,418557
DKREGIONMIDT2,,,193.163.223.58,418170
TDK-SERVICES-IT,,,193.3.142.51,417108
ComX Networks A/S,OTHER,Denmark,87.72.33.3,416833
HI3G-CUSTOMER-NET,,,94.191.187.87,416685
DKREGIONMIDT2,,,193.163.223.30,415804
FIBIA P/S,LIR,DENMARK,5.186.119.196,413634
Netgroup A/S,LIR,DENMARK,77.66.17.145,412574
GIS Danmark A/S,OTHER,"Birkemosevej 7, DK-6000 Kolding",91.231.147.161,412271
Danmarks Tekniske Universitet,LIR,DENMARK,130.225.254.30,411880
TDCMOBILE-NAT,,,80.62.116.96,409507
FIBIA P/S,LIR,DENMARK,5.186.117.163,406777
VERDO_TELE_CUSTOMER_ADDR,,,128.0.8.12,406675
MIRACLE-A-S-NET,,,195.215.242.20,406466
CANALDIGITAL,,,85.218.139.161,406281
Vordingborg-Kommune-NET-1,,,5.56.147.130,405466
KMD A/S,LIR,DENMARK,131.165.90.81,402023
KABELTV,,,188.183.140.6,399062
Telia Company AB,LIR,SWEDEN,62.44.134.206,397472
TDC-CUSTOMER-NET,,,194.182.245.202,395888
GlobalConnect A/S,LIR,DENMARK,212.98.97.212,395646
TDC A/S,LIR,DENMARK,87.51.196.98,395174
STOFANET-INET-CIDR-5,,,86.52.133.247,393738
TDCMOBILE-NAT,,,80.62.117.80,391989
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,83.95.148.254,390368
TDCMOBILE-NAT,,,80.62.116.61,390348
DK-DKTV-INFRASTRUCTURE,,,62.61.128.182,390319
TDCMOBILE-NAT,,,80.62.117.254,388593
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.51.48,387656
HI3G-CUSTOMER-NET,,,109.57.248.227,387067
KABELTV,,,93.160.28.36,386969
TDC-BREDBAANDSADSL-STATIC-NET,,,2.106.148.22,385675
TDCMOBILE-NAT,,,80.62.116.166,385422
DK-TELENOR-MBB,,,213.83.134.28,380709
PRICEWATERHOUSECOOPERS-A-S-NET,,,83.136.94.45,380198
MAERSK-OIL-NET,,,195.41.191.13,379524
TDCMOBILE-NAT,,,80.62.117.119,378202
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.23.138.156,377117
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.55.140.60,376697
"Digital Ocean, Inc.",LIR,UNITED STATES,188.166.42.221,375751
DK-ALTIBOX-CUSTOMER-RESIDENTIAL-LINKNETS,,,188.228.30.51,375415
Ramboll Danmark A/S,OTHER,Denmark,195.137.178.130,374755
TDCMOBIL10,,,62.135.173.217,372210
TDCMOBILE-NAT,,,80.62.116.228,369576
NNIT A/S,LIR,DENMARK,152.73.73.1,365781
TDCMOBILE-NAT,,,80.62.117.71,365729
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.181.101.19,363952
KABELTV,,,80.162.63.106,363470
TDC A/S,LIR,DENMARK,87.63.231.70,363450
Cloud.dk ApS,OTHER,Store Kongensgade 40H,217.116.243.54,363000
ELRO-CENTRAL-JUTLAND-STEP-1,,,94.18.184.178,362772
CYBERCITY-DSL-USERS,,,94.145.150.53,362186
DANSK-LANDBRUGS-GROVVARESELSKAB-NET,,,194.239.15.253,361116
BSB-Service-1,,,188.138.41.101,360636
KABELTV,,,195.249.51.179,360255
EVRY AS,LIR,NORWAY,139.112.164.36,359320
Time-Computer-NET-2,,,87.116.31.9,358561
TDCMOBILE-NAT,,,80.62.117.82,356243
ADVANIANET,,,213.132.110.24,355948
HI3G-CUSTOMER-NET,,,109.57.122.130,354153
Netgroup A/S,LIR,DENMARK,77.66.108.105,351423
KABELTV,,,80.163.29.186,348763
TDCMOBILE-NAT,,,80.62.116.189,348636
TDCMOBILE-NAT,,,80.62.117.203,347881
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.234.80,345459
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,52.18.0.229,344813
TDCMOBILE-NAT,,,80.62.117.250,344680
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.176,343335
DK-TELENOR-MBB,,,213.83.135.69,342312
CUST-GC-NET-0744,,,212.98.78.235,341158
TDCMOBILE-NAT,,,80.62.117.235,340282
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.251.73,339163
Fullrate A/S,OTHER,DENMARK,2.110.30.158,338797
HI3G-CUSTOMER-NET,,,94.191.185.137,338656
DK-TELENOR-MBB,,,213.83.134.181,337839
KABELTV,,,80.162.218.246,336623
CUST001100,,,213.150.59.3,336005
Research International Ltd.,OTHER,GB,194.33.53.7,335493
CUST-GC-NET-0176,,,94.101.209.2,335186
Telia Company AB,LIR,SWEDEN,62.44.134.19,334952
C33-ZENSYSTEMS-DK,,,188.120.84.140,334107
TDCMOBILE-NAT,,,80.62.116.203,331257
CUST-GC-NET-1238,,,212.98.103.2,330090
HI3G-CUSTOMER-NET,,,109.57.15.54,326938
Combine A/S,LIR,DENMARK,194.88.216.48,326725
Syddansk Erhvervsskole Odense-Vejle,LIR,DENMARK,185.19.135.254,326299
TDCMOBILE-NAT,,,80.62.116.53,325055
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,54.154.213.94,325012
STOFANET-10,,,212.10.110.110,324558
KABELTV,,,83.95.106.69,323624
DK-ARROWHEAD-S-AC,,,62.61.130.235,323459
Den selvejende institution Koge Handelsskole og handelsgymna,LIR,DENMARK,185.73.72.70,323222
TDCMOBILE-NAT,,,80.62.117.215,322049
Syd Energi Bredbaand A/S,Other,DENMARK,212.112.148.172,320858
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.190.9,319216
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.250.98,318815
HI3G-CUSTOMER-NET,,,109.56.121.104,318718
ODKNET-NET01,,,185.16.158.5,318476
Telia Company AB,LIR,SWEDEN,62.44.135.158,318469
TDCMOBILE-NAT,,,80.62.117.206,318397
TDCMOBILE-NAT,,,80.62.117.6,318306
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.178.101.46,318033
STOFANET-AARH-NET-1,,,62.107.16.185,318024
Netgroup A/S,LIR,DENMARK,77.66.21.17,316290
RamNode LLC,LIR,UNITED STATES,185.52.1.131,316203
Cloud.dk ApS,OTHER,Store Kongensgade 40H,77.66.12.106,315824
Netgroup A/S,LIR,DENMARK,77.66.82.205,315824
JAYNET-DK-GLOSTRUP-DANBBS,,,81.7.161.171,315824
Nianet A/S,LIR,DENMARK,5.56.156.143,315819
Telenor A/S,LIR,DENMARK,85.82.21.26,314926
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.249.130,314227
CYBERCITY-DSL-USERS,,,77.213.128.33,313934
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.61.159.91,313896
Kolding Kommune,OTHER,"Aksel Torv 1, DK-6000 Kolding, Denmark",91.238.206.80,312648
Konform A/S,LIR,DENMARK,91.209.190.171,311827
TDCMOBILE-NAT,,,80.62.117.36,311156
CUST-GC-NET-0146,,,77.243.46.11,310814
MAERSK-OLIE-GAS,,,195.249.183.252,310686
TDCMOBILE-NAT,,,80.62.117.0,310684
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,54.246.68.248,310471
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,191.233.81.170,308347
BREDBAANDNORD-NET,,,77.68.246.64,307724
DK-TELENOR-MBB,,,213.83.135.132,306911
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.21.139.190,305710
TDCMOBILE-NAT,,,80.62.117.224,304541
CYBERCITY-DSL-USERS,,,94.145.44.178,304141
Netgroup A/S,LIR,DENMARK,83.221.154.13,303987
KMD A/S,LIR,DENMARK,131.165.75.32,303842
Telia Company AB,LIR,SWEDEN,194.255.144.15,303652
TDCMOBILE-NAT,,,80.62.116.134,303223
GLADSAXE-KOMMUNE-NET,,,80.198.90.242,302543
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.250.11,300247
Spar Nord Bank A/S,OTHER,DK-9100 Aalborg,171.25.228.15,300001
TDCMOBILE-NAT,,,80.62.116.129,298371
HIGHWINDS-STOCKHOLM,,,81.171.71.104,297782
Telia Company AB,LIR,SWEDEN,62.44.135.245,296754
TDCMOBILE-NAT,,,80.62.117.241,296669
TIETGENSSKOLEN-INDGANG-D-NET,,,195.215.246.226,296093
STOFANET-INET-CIDR-5,,,86.52.47.15,295401
Telia Company AB,LIR,SWEDEN,62.44.135.90,295279
TDC-CUSTOMER-NET,,,176.23.122.197,294190
TDCMOBILE-NAT,,,80.62.117.158,291873
YANDEX-5-255-250,,,5.255.250.45,291776
LEMAN-HOLDING-A-S-NET,,,83.91.87.236,290736
TDCMOBILE-NAT,,,80.62.116.87,289444
Fullrate A/S,OTHER,DENMARK,90.184.154.151,289122
LEASEWEB,,,95.211.217.68,289080
Telenor Norge AS,LIR,NORWAY,148.122.219.94,288605
KABELTV,,,62.243.93.12,288532
TDCMOBILE-NAT,,,80.62.117.96,287976
CYBERCITY-DSL-USERS,,,77.213.172.38,287800
CYBERCITY-DSL-USERS,,,77.215.38.130,287765
STOFANET-INET-CIDR-5,,,86.52.95.133,287736
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.152,287554
ANEXIA-NET,,,188.172.192.35,287111
TDC-BREDBAANDSADSL-STATIC-NET,,,93.163.34.46,287094
TDCMOBILE-NAT,,,80.62.117.46,287042
TDCMOBILE-NAT,,,80.62.116.98,286717
HERE-NETHERLANDS-INET,,,131.228.182.252,285513
ANEXIA-NET,,,217.146.31.42,285132
Telia Company AB,LIR,SWEDEN,62.44.135.37,284589
EVRY AS,LIR,NORWAY,139.112.164.37,282969
TDCMOBILE-NAT,,,80.62.117.142,282064
PP-JENSEN-A-S-NET,,,87.48.150.226,281299
TDCMOBILE-NAT,,,80.62.117.207,281108
Telia Company AB,LIR,SWEDEN,62.44.135.170,280998
Bredbaand Nord A/S,LIR,DENMARK,77.68.239.254,280720
STOFANET-EJBY-NET-1,,,62.107.200.216,280552
KABELTV,,,80.167.140.46,280531
Social-Ministeriet-NET-1,,,5.179.94.4,280315
TDCMOBILE-NAT,,,80.62.117.129,280313
Telenor A/S,LIR,DENMARK,85.82.4.131,280130
Telia Company AB,LIR,SWEDEN,62.44.135.115,279907
Telenor A/S,LIR,DENMARK,213.83.169.132,279638
Lundberg Data A/S,OTHER,"Tryggevældevej 8, 4652 Hårlev, Denmark",194.110.206.15,277956
KABELTV,,,194.239.205.174,277576
CSC Danmark A/S,LIR,DENMARK,147.29.25.142,277399
TDCMOBILE-NAT,,,80.62.116.175,277295
Fullrate A/S,OTHER,DENMARK,90.185.237.5,276980
TDCMOBILE-NAT,,,80.62.117.70,276942
CUST-GC-NET-0593,,,37.205.121.1,275806
Jay.net A/S,LIR,DENMARK,86.48.35.66,275182
TDCMOBILE-NAT,,,80.62.116.81,275133
CUST-GC-NET-1244,,,212.98.103.66,274959
TDCMOBILE-NAT,,,80.62.116.250,274775
C81-ZENSYSTEMS-DK,,,78.111.161.100,273265
Fullrate A/S,OTHER,DENMARK,89.150.139.220,273263
C33-ZENSYSTEMS-DK,,,212.60.120.253,273164
TELIA-DK,,,62.198.36.240,272957
TDC-BREDBAANDSADSL-STATIC-NET,,,80.196.152.214,272645
TDC A/S,LIR,DENMARK,176.22.80.166,272169
TDCMOBILE-NAT,,,80.62.117.247,271872
TDCMOBILE-NAT,,,80.62.116.149,271668
CUSTOMER-TRE-FOR-DK,,,87.104.178.194,271455
Fullrate A/S,OTHER,DENMARK,95.166.22.240,271083
Telia Company AB,LIR,SWEDEN,62.44.135.240,271025
Telecomputing_shared_NAT_POOL,,,217.173.254.114,270931
TDCMOBILE-NAT,,,80.62.116.158,270057
TDCMOBILE-NAT,,,80.62.116.46,269821
NORDBY ANTENNEFORENING,OTHER,"6720 Fano, Nordby",193.27.44.101,269673
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.56.129.131,269651
HI3G-CUSTOMER-NET,,,109.57.82.17,269135
TDCMOBILE-NAT,,,80.62.116.125,268990
TDCMOBILE-NAT,,,80.62.117.55,268455
Koege Kommune,other,Denmark,193.162.48.5,268386
SKOV-OG-NATURSTYRELSEN-NET,,,195.41.77.253,267915
FIBIA P/S,LIR,DENMARK,5.186.94.196,267103
TDCMOBILE-NAT,,,80.62.116.136,266951
TDCMOBILE-NAT,,,80.62.116.163,266625
TDCH-NET,,,213.174.76.227,266029
TDCMOBILE-NAT,,,80.62.116.11,265414
TDC-CUSTOMER-NET,,,176.23.12.126,265368
TDC-CUSTOMER-NET,,,176.23.122.43,265349
Telia Company AB,LIR,SWEDEN,62.44.135.92,265060
TDCMOBILE-NAT,,,80.62.116.176,264767
AURA-Infrastructure,,,85.191.38.221,264393
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,54.195.131.100,263699
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,83.88.112.207,263530
TDCMOBILE-NAT,,,80.62.117.122,263433
HI3G-CUSTOMER-NET,,,94.191.188.208,262112
TDCMOBILE-NAT,,,80.62.117.25,261740
CYBERCITY-DSL-USERS,,,77.213.229.49,261244
Saeby Antenneforening,LIR,DENMARK,185.127.51.152,261126
TDCMOBILE-NAT,,,80.62.116.59,260716
Syd Energi Bredbaand A/S,Other,DENMARK,89.184.155.132,260049
TDC A/S,LIR,DENMARK,188.182.120.43,259435
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.182.185.18,259270
Icopal-NET-1,,,93.176.70.187,258654
KABELTV,,,62.243.82.140,258232
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.21.7.229,257811
KABELTV,,,2.111.80.235,257451
NAL-NET,,,212.130.127.8,257448
TDC-BREDBAANDSADSL-STATIC-NET,,,80.165.158.2,257266
TDCMOBILE-NAT,,,80.62.116.231,256826
M1,,,89.221.171.43,256709
SVENDBORG-NET,,,195.41.18.21,256705
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,176.20.197.91,255262
Aarhus Kommune,LIR,DENMARK,193.33.148.139,255215
Telia Company AB,LIR,SWEDEN,62.44.135.213,255215
NAESBY-ANTENNELAUG-AF-1974-NET,,,2.109.83.26,254485
TDCMOBILE-NAT,,,80.62.117.154,253941
DK-ARROWHEAD-CUST-WEB-HOTEL-DANMARK-AA,,,62.61.159.233,252435
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,104.155.81.134,252322
TDCMOBILE-NAT,,,80.62.116.164,252203
TDCMOBILE-NAT,,,80.62.116.247,251674
CUST010506,,,213.173.227.122,251051
IPV-9412755216,,,94.127.55.218,249435
Telia Company AB,LIR,SWEDEN,62.44.134.76,249240
TDCMOBILE-NAT,,,80.62.117.156,248708
HI3G-CUSTOMER-NET,,,94.191.185.242,245830
NEFNET-DHCP,,,93.184.200.26,245805
TDCMOBILE-NAT,,,80.62.116.48,245356
TDC A/S,LIR,DENMARK,2.104.235.226,245102
Fullrate A/S,OTHER,DENMARK,90.185.102.178,243928
KABELTV,,,80.163.17.60,243830
COP2-CWS,,,80.254.154.51,243464
ODENSE-VANDSELSKAB-A-S-NET,,,83.91.89.67,243124
TDCMOBILE-NAT,,,80.62.116.204,243075
NETBLK-SOFTLAYER-RIPE-CUST-MH15036-RIPE,,,159.8.46.28,242885
Telia Company AB,LIR,SWEDEN,62.44.135.88,242505
Fiberby ApS,LIR,DENMARK,89.23.226.91,242318
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.238.245,242312
FIBIA P/S,LIR,DENMARK,5.186.117.44,242304
CYBERCITY-DSL-USERS,,,212.242.231.109,242203
Telenor A/S,LIR,DENMARK,213.83.146.234,241217
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,150.70.173.44,240920
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,150.70.173.7,240920
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,150.70.188.175,240920
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,70.39.157.199,240915
MBB-INFRASTRUCTURE,,,94.144.63.90,240721
DK-PARKNET-NAT,,,80.71.135.104,239935
TDC A/S,LIR,DENMARK,194.239.23.36,239072
STOFANET-AALB-NET-1,,,62.107.75.164,237678
Skandinaviska Enskilda Banken AB,OTHER,106 40 Stockholm,129.178.88.82,237652
TDC-BREDBAANDSADSL-PROF-NET,,,87.63.226.22,236728
TDC-BREDBAANDSADSL-STATIC-NET,,,80.196.56.138,236661
KJAERGAARD-NETTET,,,46.32.144.15,236316
TDCMOBILE-NAT,,,80.62.117.127,235972
KABELTV,,,2.111.89.55,235914
COP2-CWS,,,80.254.154.59,235799
TDCMOBILE-NAT,,,80.62.117.64,235660
Netgroup A/S,LIR,DENMARK,77.66.30.32,235483
TDCMOBILE-NAT,,,80.62.117.60,235456
DK-ARROWHEAD-CUST-WEB-HOTEL-DANMARK-AA,,,62.61.159.73,235400
TDCMOBILE-NAT,,,80.62.117.7,235350
TDCMOBILE-NAT,,,80.62.116.14,235249
TDCMOBILE-NAT,,,80.62.116.22,235231
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.59.236.170,235030
TDCMOBILE-NAT,,,80.62.116.245,234614
Stofa A/S,LIR,DENMARK,178.155.217.154,234401
Telia Company AB,LIR,SWEDEN,62.199.49.243,233569
TDCMOBILE-NAT,,,80.62.116.69,233191
BREDBAANDNORD-NET,,,77.68.251.95,232776
Jay.net A/S,LIR,DENMARK,86.58.254.235,231881
Altibox Danmark AS,LIR,DENMARK,188.228.106.94,231080
DK-TELENOR-MBB,,,213.83.135.89,230991
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.176.99.144,230521
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.57.172.114,229660
Aarhus Kommune,LIR,DENMARK,193.105.220.45,229493
KABELTV,,,80.162.196.226,229057
Zitcom A/S,LIR,DENMARK,94.231.111.154,229005
TDCMOBILE-NAT,,,80.62.117.106,228637
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,107.178.195.166,228530
TDCMOBILE-NAT,,,80.62.116.146,228456
TDCMOBILE-NAT,,,80.62.116.212,228200
NNIT-CORE,,,217.16.110.58,228096
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.56.206.63,228066
TDCMOBILE-NAT,,,80.62.116.51,227729
FBB_RESIDENTIAL_DHCP_DYNAMIC,,,178.157.197.64,227547
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.176.66.168,227449
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.61.242.223,227326
IP Vision A/S,LIR,DENMARK,31.3.78.58,227167
STOFANET-AARH-NET-1,,,62.107.6.61,227160
CDNET-CUST,,,85.218.193.33,227160
TDC-BREDBAANDSADSL-STATIC-NET,,,87.61.134.198,227160
KABELTV,,,80.198.104.114,227154
HMN-NET-1,,,77.233.236.2,227068
HI3G-CUSTOMER-NET,,,94.191.184.30,226792
DK-REGIONH,,,128.0.73.9,225813
TDCMOBILE-NAT,,,80.62.116.71,225215
Fullrate A/S,OTHER,DENMARK,90.184.194.74,224501
Hiper A/S,LIR,DENMARK,185.15.73.45,224191
TDCMOBILE-NAT,,,80.62.117.15,223823
Hostnordic A/S,LIR,DENMARK,81.95.241.194,223785
VMCBBUK,,,82.31.163.193,223749
WWI A/S,other,"Idyl 9A, DK-6000 Kolding",91.194.37.161,223489
STOFANET-AARH-CIDR-2,,,62.107.180.208,223447
DK-TELENOR-MBB,,,213.83.134.33,223176
Fullrate A/S,OTHER,DENMARK,90.185.46.147,223066
TDCMOBILE-NAT,,,80.62.117.58,223028
NIANET-AS,,,152.115.89.212,222678
Soren Jorgensen,OTHER,7560 Hjerm,194.255.17.125,222656
TDCMOBILE-NAT,,,80.62.117.37,222537
Inventio.IT A/S,OTHER,"Lyskær 3EF, DK-2730 Herlev",91.236.186.254,221980
BREDBAANDNORD-NET,,,77.68.251.59,221811
TDCMOBILE-NAT,,,80.62.117.121,221642
Telia Company AB,LIR,SWEDEN,62.44.134.209,221494
CUST-GC-NET-0124,,,77.243.39.201,221225
TDC A/S,LIR,DENMARK,2.107.229.114,220950
Telia Company AB,LIR,SWEDEN,62.44.135.19,220631
CYBERCITY-DSL-USERS,,,94.145.117.23,219855
KMD A/S,LIR,DENMARK,131.165.167.146,219610
TDCMOBILE-NAT,,,80.62.116.153,219519
Telia Company AB,LIR,SWEDEN,62.44.135.239,218925
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,183.88.16.91,218114
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,80.162.254.146,217767
KABELTV,,,2.108.166.25,217721
TDC-BREDBAANDSADSL-STATIC-NET,,,176.21.34.190,217604
Syd Energi Bredbaand A/S,Other,DENMARK,89.184.152.20,217203
DKREGIONMIDT2,,,193.163.223.128,217152
TDCMOBILE-NAT,,,80.62.116.27,216866
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,2.105.207.121,216783
Fredensborg Kommune,LIR,DENMARK,185.56.166.254,216776
TDCMOBILE-NAT,,,80.62.116.76,216770
ComX Networks A/S,OTHER,Denmark,87.72.32.90,216569
KABELTV,,,2.104.62.70,216509
TDCMOBILE-NAT,,,80.62.117.101,216363
TDCMOBILE-NAT,,,80.62.117.182,216237
TDCMOBILE-NAT,,,80.62.117.190,215890
Danmarks Tekniske Universitet,LIR,DENMARK,130.225.0.251,215794
Telia Company AB,LIR,SWEDEN,62.44.135.226,215322
TDCMOBILE-NAT,,,80.62.116.230,215153
SEAS-NVE-INFRASTRUCTURE,,,5.103.39.130,215075
CYBERCITY-DSL-USERS,,,77.212.17.91,214884
TDCMOBILE-NAT,,,80.62.117.170,214524
TDCMOBILE-NAT,,,80.62.117.210,214087
TDCMOBILE-NAT,,,80.62.117.255,214069
ComX Networks A/S,LIR,DENMARK,82.211.228.3,214040
TDC-BREDBAANDSADSL-STATIC-NET,,,2.105.172.214,214007
MOSAIC-NET-3,,,217.194.34.111,213823
BREDBAANDNORD-NET,,,77.68.251.51,213615
TELIA-DK,,,62.198.46.113,213190
TDCMOBILE-NAT,,,80.62.116.82,213054
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,87.54.195.105,212268
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,188.181.127.77,212267
TDCMOBILE-NAT,,,80.62.117.219,212193
CUSTOMER-TRE-FOR-DK,,,87.104.123.139,212172
NN-LYCATEL,,,83.137.1.209,212103
TDC-TELEDANMARK-BREDBAANDSADSL-NET,,,83.88.81.10,212023
TDCMOBILE-NAT,,,80.62.116.36,211577
TDCMOBILE-NAT,,,80.62.117.84,211577
CUST-GC-NET-0728,,,77.243.47.86,211569
NON-RIPE-NCC-MANAGED-ADDRESS-BLOCK,,,154.52.129.34,211444
TDCMOBILE-NAT,,,80.62.116.121,210258
TDCMOBILE-NAT,,,80.62.116.184,210204
TDCMOBIL10,,,62.135.173.215,209919
TDCMOBILE-NAT,,,80.62.117.239,209899
